Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,State and Province,County,Duration,Native Status,Invasive,Berry/Nut/Seed Product,Palatable Human,Protein Potential
STME2,,Stellaria media,common chickweed,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)","AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Chicot, Clark, Clay, Cleburne, Conway, Craighead, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Hot Spring, Howard, Independence, Jackson, Jefferson, Lafayette, Lee, Lincoln, Logan, Madison, Marion, Miller, Montgomery, Newton, Ouachita, Phillips, Pike, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Searcy, St. Francis, Stone, Union, Washington, White, Woodruff)","Annual, Perennial",L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I),"KY, N'EAST, NE&GP, SWSS, WSWS",,,
STMEM,,Stellaria media ssp. media,common chickweed,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",,"Perennial, AN",L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I),,,,
STMEP,,Stellaria media ssp. pallida,common chickweed,"CAN(ON), USA(AR, CA, IL, IN, KS, KY, MI, NC, NE, OH, PA, SC, TN, TX, VA, WA, WV)",,"Perennial, AN",L48(I)CAN(I),,,,
STGR2,,Stenanthium gramineum,eastern featherbells,"USA(AL, AR, DC, FL, GA, IL, IN, KY, LA, MD, MI, MO, MS, NC, OH, OK, PA, SC, TN, TX, VA, WV)","AR(Benton, Fulton, Independence, Montgomery, Polk, Stone, White)",Perennial,L48(N),,,,
STGRG2,,Stenanthium gramineum var. gramineum,eastern featherbells,"USA(AL, AR, FL, GA, IL, IN, KY, LA, MD, MI, MO, MS, NC, OH, PA, SC, TN, TX, VA, WV)","AR(Independence, Montgomery, Polk, Stone, White)",Perennial,L48(N),,,,
STGRR,,Stenanthium gramineum var. robustum,eastern featherbells,"USA(AL, AR, DC, IN, KY, MD, NC, OH, OK, PA, TN, TX, VA, WV)","AR(Benton, Fulton)",Perennial,L48(N),,,,
STNI6,,Stenaria nigricans,diamond-flowers,"USA(AL, AR, CO, FL, GA, IA, IL, IN, KS, KY, LA, MI, MO, MS, NE, NH, NM, OH, OK, SC, TN, TX, VA)","AR(Baxter, Benton, Carroll, Clark, Conway, Franklin, Fulton, Garland, Hempstead, Howard, Independence, Izard, Johnson, Lawrence, Little River, Logan, Marion, Montgomery, Nevada, Newton, Pike, Polk, Pope, Randolph, Saline, Searcy, Sevier, Sharp, Stone, Washington, Yell)",Perennial,L48(N),,,,
STNIN,,Stenaria nigricans var. nigricans,diamondflowers,"USA(AL, AR, CO, FL, GA, IA, IL, IN, KS, KY, LA, MI, MO, MS, NE, NH, NM, OH, OK, SC, TN, TX, VA)","AR(Baxter, Benton, Carroll, Clark, Conway, Franklin, Fulton, Garland, Hempstead, Howard, Independence, Izard, Johnson, Lawrence, Little River, Logan, Marion, Montgomery, Nevada, Newton, Pike, Polk, Pope, Randolph, Saline, Searcy, Sevier, Sharp, Stone, Washington, Yell)",Perennial,L48(N),,,,
STLI2,,Stenosiphon linifolius,false gaura,"USA(AR, CO, IN, KS, MO, NE, NM, OH, OK, SD, TX, WY)","AR(Howard, Little River, Marion)",Perennial,L48(N),,,,
STSY,,Stillingia sylvatica,queen's-delight,"USA(AL, AR, CO, FL, GA, KS, LA, MS, NC, NM, OK, SC, TN, TX, VA)","AR(Columbia, Crawford, Hempstead, Miller, Nevada, Ouachita, Sebastian, Union)",Perennial,L48(N),,,,
STSYS2,,Stillingia sylvatica ssp. sylvatica,queen's-delight,"USA(AL, AR, CO, FL, GA, KS, LA, MS, NC, NM, OK, SC, TN, TX, VA)","AR(Columbia, Crawford, Hempstead, Miller, Nevada, Ouachita, Sebastian, Union)",Perennial,L48(N),,,,
STHY,,Streptanthus hyacinthoides,smooth jewelflower,"USA(AR, KS, LA, OK, TX)","AR(Miller, Nevada, Ouachita)",Annual,L48(N),,,,
STMA2,,Streptanthus maculatus,clasping jewelflower,"USA(AR, OK, TX)","AR(Faulkner, Garland, Hot Spring, Montgomery, Pike, Polk, Pulaski, Saline)","Annual, Biennial",L48(N),,,,
STMAO,,Streptanthus maculatus ssp. obtusifolius,clasping jewelflower,"USA(AR, OK)","AR(Faulkner, Garland, Hot Spring, Montgomery, Pike, Polk, Pulaski, Saline)","Biennial, AN",L48(N),,,,
STSQ,,Streptanthus squamiformis,pineoak jewelflower,"USA(AR, OK)","AR(Howard, Polk, Sevier)",Annual,L48(N),,,,
STHE9,,Strophostyles helvola,amberique-bean,"CAN(ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, WI, WV)","AR(Ashley, Benton, Boone, Clay, Conway, Craighead, Crittenden, Cross, Desha, Faulkner, Franklin, Fulton, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jefferson, Lafayette, Lawrence, Lincoln, Madison, Marion, Mississippi, Montgomery, Newton, Perry, Polk, Pope, Pulaski, Saline, Sebastian, St. Francis, Stone, Washington, Woodruff)",Annual,L48(N)CAN(N),,,,
STLE6,,Strophostyles leiosperma,slickseed fuzzybean,"USA(AL, AR, AZ, CO, CT, FL, IA, IL, IN, KS, KY, LA, MD, MN, MO, MS, ND, NE, NJ, NM, OH, OK, PA, SD, TN, TX, VA, WI)","AR(Ashley, Craighead, Drew, Faulkner, Franklin, Garland, Hempstead, Jefferson, Johnson, Lawrence, Nevada, Pulaski, Sebastian, St. Francis, Washington, Yell)",Annual,L48(N),,,,
STUM2,,Strophostyles umbellata,pink fuzzybean,"USA(AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA)","AR(Ashley, Baxter, Boone, Bradley, Calhoun, Chicot, Clark, Cleburne, Columbia, Conway, Dallas, Faulkner, Franklin, Garland, Grant, Greene, Hempstead, Howard, Independence, Jackson, Jefferson, Lee, Logan, Miller, Nevada, Newton, Ouachita, Perry, Phillips, Polk, Pope, Prairie, Pulaski, Saline, Searcy, Sevier, Sharp, St. Francis, Union, Yell)",Perennial,L48(N),,,,
STPE15,,Stuckenia pectinata,sago pondweed,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",,Perennial,L48(N)AK(N)HI(I)CAN(N)SPM(N),,,,
STAQ3,,Stylisma aquatica,water dawnflower,"USA(AL, AR, FL, GA, LA, MS, NC, SC, TX)","AR(Ashley, Drew)",Perennial,L48(N),,,,
STHU2,,Stylisma humistrata,southern dawnflower,"USA(AL, AR, FL, GA, LA, MS, NC, SC, TN, TX, VA)","AR(Ashley, Bradley, Dallas, Faulkner, Hempstead, Nevada, Ouachita, Union, Woodruff)",Perennial,L48(N),,,,
STPI3,,Stylisma pickeringii,Pickering's dawnflower,"USA(AL, AR, GA, IA, IL, KS, LA, MO, MS, NC, NJ, OK, SC, TX)","AR(Nevada, Ouachita)",Perennial,L48(N),,,,
STPIP2,,Stylisma pickeringii var. pattersonii,Patterson's dawnflower,"USA(AR, IA, IL, KS, LA, MO, MS, OK, TX)","AR(Nevada, Ouachita)",Perennial,L48(N),,,,
STDI3,,Stylophorum diphyllum,celandine poppy,"CAN(ON), USA(AL, AR, DC, DE, GA, IL, IN, KY, MD, MI, MO, OH, PA, TN, VA, WV)","AR(Carroll, Marion, Newton, Searcy, Stone)",Perennial,L48(N)CAN(N),,,,
STBI2,,Stylosanthes biflora,sidebeak pencilflower,"USA(AL, AR, AZ, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)","AR(Arkansas, Ashley, Benton, Boone, Bradley, Carroll, Chicot, Clark, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Cross, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Lafayette, Lee, Lincoln, Little River, Logan, Madison, Marion, Miller, Newton, Ouachita, Perry, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Saline, Scott, Sebastian, Sharp, St. Francis, Stone, Union, Van Buren, Washington, Yell)",Perennial,L48(N),,,,
SYAN2,,Symphyotrichum anomalum,manyray aster,"USA(AR, IL, KS, MO, OK)","AR(Baxter, Benton, Clark, Cleburne, Conway, Crittenden, Faulkner, Garland, Hempstead, Hot Spring, Independence, Izard, Johnson, Little River, Logan, Madison, Marion, Mississippi, Montgomery, Perry, Pike, Polk, Pope, Pulaski, Saline, Searcy, Sebastian, Stone, Van Buren, Washington, Yell)",Perennial,L48(N),,,,
SYCO4,,Symphyotrichum cordifolium,common blue wood aster,"CAN(BC, MB, NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, PA, RI, SC, SD, TN, VA, VT, WI, WV)","AR(Baxter, Benton, Boone, Carroll, Clark, Cleburne, Cleveland, Conway, Craighead, Crawford, Crittenden, Cross, Drew, Faulkner, Franklin, Garland, Grant, Hempstead, Hot Spring, Howard, Independence, Jefferson, Lawrence, Lee, Lincoln, Little River, Logan, Madison, Marion, Mississippi, Montgomery, Newton, Phillips, Pike, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sevier, Sharp, St. Francis, Stone, Van Buren, Washington, White, Woodruff, Yell)",Perennial,L48(N)CAN(N),,No,No,
SYDI2,,Symphyotrichum divaricatum,southern annual saltmarsh aster,"USA(AL, AR, KS, KY, LA, MO, MS, NE, NM, OK, TN, TX, VA)","AR(Arkansas, Ashley, Chicot, Clark, Cleveland, Conway, Crawford, Crittenden, Cross, Desha, Drew, Franklin, Garland, Greene, Hempstead, Howard, Jackson, Jefferson, Johnson, Lafayette, Lee, Lincoln, Little River, Miller, Monroe, Nevada, Phillips, Pike, Prairie, Pulaski, Sevier, St. Francis, Union, Washington, Woodruff)","Annual, Biennial",L48(N),,,,
SYDR,,Symphyotrichum drummondii,Drummond's aster,"USA(AL, AR, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NE, OH, OK, PA, TN, TX, WI, WV)","AR(Marion, Searcy, Stone, Washington)",Perennial,L48(N),,,,
SYDRD,,Symphyotrichum drummondii var. drummondii,Drummond's aster,"USA(AL, AR, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NE, OH, OK, PA, TN, WI, WV)","AR(Marion, Searcy, Stone, Washington)",Perennial,L48(N),,,,
SYDRT,,Symphyotrichum drummondii var. texanum,Drummond's aster,"USA(AL, AR, KS, KY, LA, MO, MS, OK, TX)",,Perennial,L48(N),,,,
SYDU2,,Symphyotrichum dumosum,rice button aster,"CAN(NB, ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV)","AR(Arkansas, Ashley, Bradley, Calhoun, Carroll, Cleburne, Cleveland, Conway, Crawford, Crittenden, Desha, Drew, Franklin, Fulton, Hot Spring, Izard, Jefferson, Lafayette, Lawrence, Lee, Lincoln, Logan, Nevada, Ouachita, Perry, Pike, Pope, Saline, St. Francis, Union, Washington, Woodruff)",Perennial,L48(N)CAN(N),,,,
SYDUD2,,Symphyotrichum dumosum var. dumosum,rice button aster,"CAN(NB, ON), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MS, NC, NH, NJ, OK, RI, SC, TN, TX, VA, WV)","AR(Arkansas, Ashley, Bradley, Calhoun, Carroll, Cleburne, Cleveland, Conway, Crawford, Crittenden, Desha, Drew, Franklin, Fulton, Hot Spring, Izard, Jefferson, Lafayette, Lawrence, Lee, Lincoln, Logan, Nevada, Ouachita, Perry, Pike, Pope, Saline, St. Francis, Union, Washington, Woodruff)",Perennial,L48(N)CAN(N),,,,
SYER,,Symphyotrichum ericoides,white heath aster,"CAN(AB, BC, MB, NT, ON, QC, SK), USA(AL, AR, AZ, CO, CT, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Arkansas, Clark, Columbia, Craighead, Drew, Hempstead, Howard, Jefferson, Sebastian, Sevier, St. Francis, Union, Washington)",Perennial,L48(N)CAN(N),,,,
SYERE,,Symphyotrichum ericoides var. ericoides,white heath aster,"CAN(MB, ON, QC), USA(AL, AR, AZ, CO, CT, DE, GA, IA, IL, IN, KS, MA, MD, ME, MI, MN, MO, MS, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SD, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Clark, Columbia, Craighead, Drew, Hempstead, Howard, Jefferson, Sebastian, Sevier, St. Francis, Union, Washington)",Perennial,L48(N)CAN(N),,,,
SYLA3,,Symphyotrichum laeve,smooth blue aster,"CAN(AB, BC, MB, NB, ON, QC, SK, YT), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Benton, Carroll, Drew, Hempstead, Izard, Marion, Newton, Prairie, Sevier, Stone, Washington)",Perennial,L48(N)CAN(N),,,,
SYLAL3,,Symphyotrichum laeve var. laeve,smooth blue aster,"CAN(MB, NB, ON, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV)",AR(Sevier),Perennial,L48(N)CAN(N),,No,No,
SYLAP,,Symphyotrichum laeve var. purpuratum,smooth blue aster,"USA(AL, AR, GA, LA, MS, TX)",,Perennial,L48(N),,,,
SYLA6,,Symphyotrichum lanceolatum,white panicle aster,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Baxter, Benton, Boone, Carroll, Chicot, Crawford, Crittenden, Cross, Franklin, Hot Spring, Jackson, Jefferson, Lawrence, Marion, Pope, Sebastian, Washington, Woodruff)",Perennial,L48(N)CAN(N),,,,
SYLAL6,,Symphyotrichum lanceolatum ssp. lanceolatum,white panicle aster,"CAN(AB, MB, NB, NF, NS, ON, PE, QC, SK), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)","AR(Baxter, Benton, Boone, Carroll, Chicot, Crawford, Crittenden, Cross, Franklin, Hot Spring, Jackson, Jefferson, Lawrence, Marion, Pope, Sebastian, Washington, Woodruff)",Perennial,L48(N)CAN(N),,,,
SYLAI3,,Symphyotrichum lanceolatum ssp. lanceolatum var. interior,white panicle aster,"CAN(ON, QC), USA(AR, IA, IL, IN, KS, KY, LA, MI, MN, MO, NE, NH, NJ, NY, OH, OK, PA, VA, VT, WI)",,Perennial,L48(N)CAN(N),,,,
SYLAL4,,Symphyotrichum lanceolatum ssp. lanceolatum var. lanceolatum,white panicle aster,"CAN(AB, MB, NB, NF, NS, ON, PE, QC, SK), USA(AR, CT, DC, DE, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)",,Perennial,L48(N)CAN(N),,,,
SYLAL5,,Symphyotrichum lanceolatum ssp. lanceolatum var. latifolium,white panicle aster,"CAN(MB, ON, QC), USA(AL, AR, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)",,Perennial,L48(N)CAN(N),,,,
SYLA4,,Symphyotrichum lateriflorum,calico aster,"CAN(BC, MB, NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Baxter, Bradley, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Howard, Jefferson, Lawrence, Lincoln, Little River, Logan, Madison, Marion, Montgomery, Newton, Phillips, Poinsett, Polk, Pope, Pulaski, Saline, Scott, St. Francis, Stone, Union, Van Buren, Washington, Yell)",Perennial,L48(N)CAN(N),,,,
SYLAH5,,Symphyotrichum lateriflorum var. horizontale,calico aster,"USA(AL, AR, CT, DE, FL, GA, IL, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, PA, RI, TN, VA, VT, WI, WV)",,Perennial,L48(N),,,,
SYLAL7,,Symphyotrichum lateriflorum var. lateriflorum,calico aster,"CAN(BC, MB, NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Craighead, Drew, Marion, Montgomery, Yell)",Perennial,L48(N)CAN(N),,No,No,
SYNO2,,Symphyotrichum novae-angliae,New England aster,"CAN(BC, MB, NB, NS, ON, QC), USA(AL, AR, CA, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)","AR(Baxter, Benton, Clark, Clay, Izard, Nevada, Newton, Pope, Randolph, Sharp, Washington)",Perennial,L48(N)CAN(N),,,,
SYOB,,Symphyotrichum oblongifolium,aromatic aster,"USA(AL, AR, CO, DC, IA, IL, IN, KS, KY, MD, MN, MO, MS, MT, NC, ND, NE, NJ, NM, NY, OH, OK, PA, SD, TN, TX, VA, WI, WV, WY)","AR(Baxter, Benton, Carroll, Cleburne, Conway, Crawford, Crittenden, Independence, Johnson, Logan, Marion, Montgomery, Newton, Pike, Pope, Pulaski, Stone, Washington, Yell)",Perennial,L48(N),,,,
SYON2,,Symphyotrichum ontarionis,bottomland aster,"CAN(ON, QC), USA(AL, AR, DE, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NE, NY, OH, OK, SD, TN, TX, WI, WV)","AR(Jefferson, Lincoln, Pulaski, St. Francis)",Perennial,L48(N)CAN(N),,,,
SYOO,,Symphyotrichum oolentangiense,skyblue aster,"CAN(ON), USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NC, NE, NY, OH, OK, SD, TN, TX, WI)","AR(Baxter, Benton, Conway, Drew, Franklin, Independence, Johnson, Lawrence, Lee, Logan, Lonoke, Marion, Pike, Polk, Pope, Prairie, Sevier, Sharp, Stone, Washington)",Perennial,L48(N)CAN(N),,,,
SYOOO,,Symphyotrichum oolentangiense var. oolentangiense,skyblue aster,"CAN(ON), USA(AL, AR, FL, GA, IA, IL, IN, KS, LA, MI, MN, MO, MS, NC, NE, NY, OH, OK, SD, TN, TX, WI)","AR(Baxter, Lonoke, Pike)",Perennial,L48(N)CAN(N),,,,
SYOOP,,Symphyotrichum oolentangiense var. poaceum,skyblue aster,"USA(AR, MO, OK, TN, TX)",,Perennial,L48(N),,,,
SYPA10,,Symphyotrichum parviceps,smallhead aster,"USA(AR, IA, IL, KS, KY, MO, NC, OK)",,Perennial,L48(N),,,,
SYPA11,,Symphyotrichum patens,late purple aster,"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)","AR(Benton, Boone, Bradley, Carroll, Clark, Cleburne, Cleveland, Conway, Craighead, Crawford, Cross, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hot Spring, Howard, Independence, Izard, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Madison, Marion, Monroe, Montgomery, Nevada, Newton, Perry, Pike, Poinsett, Polk, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Stone, Union, Van Buren, Washington, White, Yell)",Perennial,L48(N),,,,
SYPAG,,Symphyotrichum patens var. gracile,late purple aster,"USA(AL, AR, FL, GA, KS, KY, LA, MD, MO, MS, NC, NJ, OK, SC, TN, TX, VA)",,Perennial,L48(N),,,,
SYPAP2,,Symphyotrichum patens var. patens,late purple aster,"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)",,Perennial,L48(N),,No,No,Low
SYPAP,,Symphyotrichum patens var. patentissimum,late purple aster,"USA(AR, IL, IN, KS, KY, LA, MO, MS, NJ, OK, TX)","AR(Clark, Craighead, Drew, Logan, Marion, Montgomery, Polk, Saline, Searcy, Washington)",Perennial,L48(N),,,,
SYPI2,,Symphyotrichum pilosum,hairy white oldfield aster,"CAN(BC, NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)","AR(Ashley, Baxter, Benton, Boone, Bradley, Carroll, Chicot, Clark, Cleburne, Cleveland, Conway, Craighead, Crawford, Crittenden, Cross, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Madison, Marion, Mississippi, Monroe, Montgomery, Nevada, Newton, Perry, Pike, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sharp, St. Francis, Stone, Union, Van Buren, Washington, Yell)",Perennial,L48(N)CAN(N),,,,
SYPIP3,,Symphyotrichum pilosum var. pilosum,hairy white oldfield aster,"CAN(BC, NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)","AR(Ashley, Baxter, Benton, Boone, Bradley, Carroll, Chicot, Clark, Cleburne, Cleveland, Conway, Craighead, Crawford, Crittenden, Cross, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Madison, Marion, Mississippi, Monroe, Montgomery, Nevada, Newton, Perry, Pike, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sharp, St. Francis, Stone, Union, Van Buren, Washington, Yell)",Perennial,L48(N)CAN(N),,No,No,
SYPR5,,Symphyotrichum praealtum,willowleaf aster,"CAN(NB, ON), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SD, TN, TX, VA, VT, WI, WV)","AR(Ashley, Benton, Boone, Calhoun, Cleburne, Craighead, Crawford, Cross, Desha, Drew, Faulkner, Franklin, Hot Spring, Independence, Lawrence, Lee, Little River, Miller, Monroe, Montgomery, Nevada, Poinsett, Polk, Pope, Prairie, Sebastian, St. Francis, Washington)",Perennial,L48(N)CAN(N),,,,
SYPRP,,Symphyotrichum praealtum var. praealtum,willowleaf aster,"CAN(NB, ON), USA(AL, AR, CO, FL, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NJ, NM, NY, OH, OK, SD, TN, TX, WI)","AR(Ashley, Benton, Boone, Calhoun, Cleburne, Craighead, Crawford, Cross, Desha, Drew, Faulkner, Franklin, Hot Spring, Independence, Lawrence, Lee, Little River, Miller, Monroe, Montgomery, Nevada, Poinsett, Polk, Pope, Prairie, Sebastian, St. Francis, Washington)",Perennial,L48(N)CAN(N),,,,
SYPR7,,Symphyotrichum pratense,barrens silky aster,"USA(AL, AR, FL, GA, KY, LA, MS, NC, OK, TN, TX, VA)","AR(Ashley, Bradley, Cleveland, Columbia, Drew, Izard, Newton)",Perennial,L48(N),,,,
SYRA5,,Symphyotrichum racemosum,smooth white oldfield aster,"CAN(NB, ON), USA(AL, AR, CT, DC, FL, GA, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Bradley, Carroll, Chicot, Clay, Cleveland, Craighead, Crittenden, Cross, Dallas, Desha, Drew, Jefferson, Lawrence, Lee, Lincoln, Lonoke, Monroe, Nevada, Poinsett, Pope, Pulaski, Randolph, Union, Washington)",Perennial,L48(N)CAN(I),,,,
SYSE2,,Symphyotrichum sericeum,western silver aster,"CAN(MB, ON), USA(AR, IA, IL, IN, KS, MI, MN, MO, ND, NE, NM, OH, OK, SD, TX, WI)","AR(Boone, Carroll, Garland, Izard, Madison, Marion, Newton, Van Buren)",Perennial,L48(N)CAN(N),,,,
SYSH,,Symphyotrichum shortii,Short's aster,"CAN(ON), USA(AL, AR, FL, GA, IA, IL, IN, KY, MD, MI, MN, MS, NC, OH, PA, TN, VA, WI, WV)","AR(Montgomery, Newton)",Perennial,L48(N)CAN(N),,,,
